review,label,language,rating
قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔۔,1,ur,3
"My honest review: This product is absolutely amazing, highly recommended!.",2,en,4
"Sachi baat to ye hai k Paisa waste hai, bilkul mat khareedein. Boht afsos hua buy karke. Boht pyari product hai.",0,ur_roman,2
"It is fine for basic use, but professional users might want more.",1,en,3
"ठीक उत्पाद है, बिल्ड क्वालिटी बेहतर हो सकती थी।",1,hi,3
My honest review: Five stars! Exceeded my expectations in every way.,2,en,4
"Mera opinion ye hai k Normal quality hai, build quality thodi aur behtar ho sakti thi. Boht pyari product hai.",1,ur_roman,3
سچ تو یہ ہے کہ، انتہائی خراب تجربہ۔ ایک ہفتے کے بعد چلنا بند ہو گیا۔ بہت زبردست پروڈکٹ ہے۔,0,ur,1
"Sachi baat to ye hai k Ye product bohat achi hai, main iski high recommendation deta hoon! Boht pyari product hai.",2,ur_roman,4
بس عام معیار کا ہے، جیسا بتایا گیا تھا ویسا ہی ہے۔ شکریہ۔,1,ur,3
"Honestly, Mediocre product. It works but feels cheap. Really nice.",1,en,3
سروس بہت اچھی تھی اور پروڈکٹ بھی لاجواب ہے۔ مایوسی ہوئی۔,2,ur,5
اس سال کی میری بہترین خریداری۔ اعلیٰ ترین معیار۔,2,ur,5
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है। धन्यवाद!,1,hi,3
"Actually, Excellent quality for the price. Fast delivery too. Recommended.",2,en,4
اپنی خریداری سے واقعی مطمئن ہوں۔ دوبارہ خریدوں گا۔,2,ur,5
قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔ بہت زبردست پروڈکٹ ہے۔,1,ur,3
"मेरा मानना है कि खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ। बिल्कुल पसंद नहीं आया।",0,hi,2
मेरा मानना है कि अपनी खरीद से वास्तव में संतुष्ट हूँ। फिर से खरीदूँगा। बिल्कुल पसंद नहीं आया।,2,hi,5
"Is kachray pe apna paisa zaya mat karein, bekar hai.",0,ur_roman,1
Mera opinion ye hai k Five stars! Meri umeedon se zyada acha nikla ye mobile. Boht pyari product hai.,2,ur_roman,5
Product boht sasti lagti hai aur kaam bilkul nahi karti.,0,ur_roman,1
"Theek thaak product hai, normal kaam karta hai. Kuch special nahi.",1,ur_roman,3
मेरा मानना है कि ठीक-ठाक काम करता है पर सामग्री सस्ती लगती है। धन्यवाद!,1,hi,3
Sachi baat to ye hai k Worst quality ever. Regret ho raha hai paise kharab karke. Boht pyari product hai.,0,ur_roman,1
मेरा मानना है कि उत्पाद बहुत बढ़िया है और इसकी पैकेजिंग भी अच्छी थी।।,2,hi,5
Absolutely love this item! Bohot hi achi performance hai.,2,ur_roman,5
"Average performance hai, battery timing bhi normal hi hai.",1,ur_roman,3
"My honest review: Decent product, build quality could be better.",1,en,3
Build quality kamaal ki hai aur use karna boht easy hai. Don't buy.,2,ur_roman,4
Worst quality ever. Regret ho raha hai paise kharab karke.,0,ur_roman,1
"सच कहूं तो, बहुत खराब उत्पाद है, पहले ही दिन टूट गया! धन्यवाद!",0,hi,2
"Honestly, Superb build quality and very user-friendly interface.",2,en,4
قیمت کے لحاظ سے بہترین معیار۔ تیز ڈیلیوری بھی۔ شکریہ۔,2,ur,4
Mera opinion ye hai k Battery backup boht zabardast hai aur screen quality bhi kamal hai.!,2,ur_roman,5
कीमत के हिसाब से बेहतरीन गुणवत्ता। डिलीवरी भी तेज थी।,2,hi,5
बहुत ही घटिया अनुभव। एक हफ्ते के बाद काम करना बंद कर दिया। धन्यवाद!,0,hi,1
"बहुत हल्का, पोर्टेबल और अत्यधिक टिकाऊ।।",2,hi,4
قیمت کے لحاظ سے مناسب ہے لیکن زیادہ توقع نہ رکھیں۔,1,ur,3
سچ تو یہ ہے کہ، کوالٹی سے شدید مایوسی ہوئی۔ خریدنے پر افسوس ہے۔ شکریہ۔,0,ur,2
"Mera opinion ye hai k Boht lightweight hai, easily carry ho jata hai aur solid hai.!",2,ur_roman,4
میرا ذاتی تجربہ ہے کہ، بہت ہلکا پھلکا، پورٹیبل اور انتہائی پائیدار۔ شکریہ۔,2,ur,5
میرا ذاتی تجربہ ہے کہ، بہترین بیٹری لائف اور شاندار ڈسپلے۔ مجھے یہ پسند آیا! شکریہ۔,2,ur,5
Extremely low quality. The description was completely misleading.,0,en,1
"Actually, Fair value for the price, but don't expect too much.",1,en,3
سچ تو یہ ہے کہ، تسلی بخش خریداری۔ نہ برا ہے نہ بہت اچھا۔ شکریہ۔,1,ur,3
My honest review: Shipping was fast but the product is just average. Really nice.,1,en,3
Sachi baat to ye hai k Battery backup boht zabardast hai aur screen quality bhi kamal hai.!,2,ur_roman,4
پانچ ستارے! میری توقعات سے بڑھ کر نکلا۔,2,ur,5
"औसत प्रदर्शन, औसत बैटरी लाइफ। ठीक है। बहुत अच्छा लगा।",1,hi,3
"Sachi baat to ye hai k Zabardast product hai, boht pasand aya. Zaroor dobara loonga.",2,ur_roman,4
"Actually, Poor design, very uncomfortable to use. Returning it.!",0,en,2
Superb build quality and very user-friendly interface.,2,en,4
"Satisfactory purchase. Not bad, not great.",1,en,3
"Honestly, Worst purchase ever, absolute waste of money.!",0,en,1
"खराब डिज़ाइन, इस्तेमाल करने में बहुत असुविधाजनक। वापस कर रहा हूँ।",0,hi,1
پروڈکٹ دکھنے میں بھی سستی ہے اور کام بھی نہیں کرتی۔,0,ur,1
"Terrible product, broke on the first day of use! Really nice.",0,en,1
